"","size","lat","lon"
"284",1,32.7427671,-117.1805098
"285",2,32.7764749,-79.9310512
"286",6,32.7766642,-96.7969879
"287",1,32.7908915,-115.7702814
"288",1,32.8055205,130.7062779
"289",2,32.8406946,-83.6324022
"290",1,32.8546197,-79.9748103
"291",1,32.9323788,-79.8260418
"292",2,32.940444,-97.1060202
"293",1,32.9412363,-97.1341783
"294",1,33.1506744,-96.8236116
"295",1,33.2015145,-117.3386911
"296",1,33.2098407,-87.5691735
"297",1,33.253734,-83.8985171
"298",2,33.3945681,-104.5229281
"299",1,33.4372686,-112.0077881
"300",7,33.4483771,-112.0740373
"301",1,33.4734978,-82.0105148
"302",1,33.4926777,-112.1221652
"303",1,33.4936391,-117.1483648
"304",1,33.5206608,-86.80249
"305",1,33.5386523,-112.1859866
"306",1,33.5422475,-117.7831104
"307",1,33.6839473,-117.7946942
"308",3,33.7174708,-117.8311428
"309",1,33.7205771,-116.2155619
"310",1,33.7458511,-117.826166
"311",11,33.7489954,-84.3879824
"312",2,33.7589188,-84.3640829
"313",1,33.759516,-117.845466
"314",1,33.7856197,-118.1674526
"315",1,33.7877944,-117.8531119
"316",1,33.816117,-84.365918
"317",1,33.8360034,-79.0478143
"318",4,33.836081,-81.1637245
"319",1,33.8403595,-84.3199435
"320",1,33.8937913,35.5017767
"321",1,33.9533487,-117.3961564
"322",1,34.0194543,-118.4911912
"323",1,34.0197983,-118.2398601
"324",1,34.0214143,-118.4042615
"325",1,34.0259216,-118.7797571
"326",1,34.047863,100.6196553
"327",3,34.0489281,-111.0937311
"328",1,34.0500313,-84.0885761
"329",26,34.0522342,-118.2436849
"330",1,34.0555693,-117.1825381
"331",1,34.0572092,-118.3645267
"332",1,34.0577463,-84.5521611
"333",1,34.0653826,-118.372443
"334",1,34.0686992,-118.4056599
"335",1,34.0900091,-118.3617443
"336",1,34.0928092,-118.3286614
"337",3,34.1140497,-83.9811014
"338",1,34.1705609,-118.8375937
"339",1,34.170582,-118.339838
"340",1,34.1808392,-118.3089661
"341",1,34.199688,-118.533845
"342",1,34.1999886,-118.5980248
"343",1,34.2086136,-118.1879648
"344",3,34.2331373,-102.4107493
"345",1,34.257038,-85.1646726
"346",1,34.3916641,-118.542586
"347",1,34.4538799,-118.577204
"348",1,34.4858993,133.3623127
"349",1,34.5199402,-105.8700901
"350",1,34.6403329,-86.7756899
"351",1,34.6422216,135.7826443
"352",1,34.664624,135.503074
"353",1,34.6762311,135.4860587
"354",2,34.690083,135.1955112
"355",3,34.6937378,135.5021651
"356",1,34.7303688,-86.5861037
"357",1,34.7688097,-88.864698
"358",1,34.7767191,-87.4744782
"359",1,34.8301347,135.417278
"360",1,34.8697395,-111.7609896
"361",1,34.8818796,136.5842092
"362",4,34.9592083,-116.419389
"363",1,34.989116,135.7600129
"364",6,35.0077519,-97.092877
"365",1,35.0456297,-85.3096801
"366",1,35.1192359,-89.9375983
"367",1,35.1418193,-120.6409216
"368",1,35.1703037,136.8008305
"369",1,35.1795543,129.0756416
"370",1,35.1814464,136.906398
"371",1,35.2205059,-80.8575394
"372",3,35.2270869,-80.8431267
"373",1,35.24239,-106.315317
"374",1,35.337243,139.486511
"375",1,35.3694562,139.435048
"376",2,35.3732921,-119.0187125
"377",1,35.4386658,-93.9431348
"378",2,35.4437078,139.6380256
"379",3,35.4475073,139.6423446
"380",1,35.4675602,-97.5164276
"381",1,35.5174913,-86.5804473
"382",1,35.5550078,-82.5402916
"383",1,35.5950581,-82.5514869
"384",1,35.6050574,140.1233063
"385",1,35.62893,139.658086
"386",1,35.6391863,139.7304243
"387",2,35.6465721,139.6532473
"388",1,35.6547949,-120.9008428
"389",1,35.6869752,-105.937799
"390",6,35.6894875,139.6917064
"391",1,35.70077,139.739796
"392",1,35.7020691,139.7753269
"393",1,35.7081457,139.666288
"394",7,35.7090259,139.7319925
"395",1,35.7285774,139.477456
"396",5,35.7595731,-79.0192997
"397",2,35.7795897,-78.6381787
"398",1,35.8179143,-79.8030873
"399",1,35.8561401,139.6103522
"400",2,35.86166,104.195397
"401",2,35.907757,127.766922
"402",1,35.9382103,-77.7905339
"403",2,35.9606384,-83.9207392
"404",1,36.0677558,120.3904754
"405",1,36.0839998,-115.1537389
"406",1,36.1211957,-115.1740735
"407",1,36.1527249,-80.3622436
"408",1,36.1626638,-86.7816016
"409",1,36.1699412,-115.1398296
"410",6,36.204824,138.252924
"411",1,36.227387,139.370558
"412",1,36.2524516,-92.6258911
"413",1,36.3285803,-88.2401668
"414",1,36.3417988,-82.3744322
"415",1,36.3665027,140.4709965
"416",1,36.3778261,139.0019453
"417",1,36.5270612,-6.2885962
"418",1,36.5791628,-86.4911345
"419",1,36.7198459,-78.7892229
"420",16,36.778261,-119.4179324
"421",1,36.9439917,-82.4640401
"422",1,36.9741171,-122.0307963
"423",1,36.9922768,-91.9698742
"424",1,36.9958839,-85.9119215
"425",46,37.09024,-95.712891
"426",1,37.2112563,-76.7772486
"427",2,37.2232316,-81.4498717
"428",1,37.30345,-8.849487
"429",1,37.4226924,-122.1686033
"430",4,37.4315734,-78.6568942
"431",1,37.4418834,-122.1430195
"432",1,37.4442013,-122.1615759
"433",1,37.4521285,138.8521964
"434",1,37.4845809,-122.1479209
"435",1,37.5061069,-77.6490005
"436",1,37.5388118,-77.4335949
"437",1,37.5407246,-77.4360481
"438",2,37.566535,126.9779692
"439",1,37.6055675,140.4599701
"440",1,37.7502986,140.4675514
"441",10,37.7749295,-122.4194155
"442",1,37.8215929,-121.9999606
"443",1,37.8271784,-122.2913078
"444",1,37.8321483,-79.3777928
"445",1,37.8393332,-84.2700179
"446",1,37.8715926,-122.272747
"447",1,37.894722,-4.786493
"448",1,37.913321,-114.478596
"449",1,37.9161924,139.0364126
"450",1,37.9642529,-91.8318334
"451",1,37.9688647,-122.0559565
"452",1,37.9735346,-122.5310874
"453",1,37.9778781,-122.2927379
"454",1,37.990079,-84.1796503
"455",1,37.9944285,-3.4769673
"456",1,38.0997912,-86.1585817
"457",1,38.2471547,-85.7448738
"458",2,38.2526647,-85.7584557
"459",1,38.440429,-122.7140548
"460",2,38.5976262,-80.4549026
"461",5,38.6270025,-90.1994042
"462",1,38.6511571,-121.0659405
"463",1,38.6584917,-121.3744265
"464",1,38.8375215,-120.8958242
"465",1,38.8799274,-76.8583709
"466",1,38.8806676,-76.9899755
"467",1,38.9034317,-77.0377204
"468",5,38.9071923,-77.0368707
"469",1,38.909113,-77.04443
"470",1,38.9174439,-76.9694778
"471",1,38.9517053,-92.3340724
"472",1,38.9532501,-77.3945761
"473",1,38.969271,1.338966
"474",1,38.9732385,-76.9604729
"475",1,38.9822282,-94.6707917
"476",1,38.999571,-77.0266067
"477",3,39.011902,-98.4842465
"478",1,39.0200099,1.4821482
"479",5,39.0457549,-76.6412712
"480",2,39.0997265,-94.5785667
"481",2,39.1031182,-84.5120196
"482",1,39.1161738,-94.8827939
"483",1,39.2188663,-76.0690036
"484",3,39.2903848,-76.6121893
"485",2,39.3209801,-111.0937311
"486",1,39.3292396,-82.1012554
"487",1,39.3370876,-76.5373979
"488",1,39.398207,-76.543127
"489",2,39.399872,-8.224454
"490",1,39.4239174,-92.8015773
"491",1,39.4862126,-77.3519285
"492",1,39.4928235,-74.5596879
"493",1,39.5296329,-119.8138027
"494",2,39.5500507,-105.7820674
"495",1,39.6055915,-76.757578
"496",1,39.6981522,-104.8291183
"497",1,39.7047095,-105.0813734
"498",1,39.7284944,-121.8374777
"499",1,39.7392358,-104.990251
"500",1,39.7440869,141.1150813
"501",1,39.7589478,-84.1916069
"502",2,39.768403,-86.158068
"503",1,39.8027644,-105.0874842
"504",1,39.8282172,-98.5795122
"505",1,39.8366527,-104.9591461
"506",1,39.9167783,-75.387693
"507",7,39.9525839,-75.1652215
"508",1,40.0027837,-83.0082218
"509",1,40.0499216,-75.4258399
"510",7,40.0583238,-74.4056612
"511",1,40.0593904,-83.0090694
"512",1,40.0672874,20.1045229
"513",1,40.0703925,-2.1374162
"514",3,40.1087511,-1.2830851
"515",1,40.121497,-75.3399048
"516",1,40.2564921,-74.0908419
"517",1,40.2671941,-86.1349019
"518",1,40.4162883,-3.7033725
"519",2,40.4167754,-3.7037902
"520",6,40.4172871,-82.907123
"521",3,40.4406248,-79.9958864
"522",1,40.463667,-3.74922
"523",1,40.4862157,-74.4518188
"524",1,40.5787171,-110.3273775
"525",2,40.5795317,-74.1502007
"526",1,40.5852602,-105.084423
"527",1,40.5865396,-122.3916754
"528",1,40.5902201,-74.6088397
"529",2,40.6331249,-89.3985283
"530",1,40.6400629,22.9444191
"531",1,40.6681038,-73.9805817
"532",1,40.6765745,-95.8593616
"533",6,40.6781784,-73.9441579
"534",1,40.6973357,-73.9512061
"535",32,40.7127837,-74.0059413
"536",1,40.7249194,-73.9968807
"537",1,40.7251584,-74.004931
"538",1,40.7263542,-73.9865533
"539",1,40.7282239,-73.7948516
"540",1,40.7303933,-73.9870892
"541",1,40.7317696,-73.9841161
"542",1,40.7359217,-114.042866
"543",1,40.7422572,-73.6742323
"544",1,40.7674987,-73.833079
"545",1,40.7688262,-73.967234
"546",1,40.7705903,-74.0201431
"547",1,40.7786227,-73.950884
"548",1,40.7830603,-73.9712488
"549",1,40.7882723,-80.1436057
"550",1,40.789142,-73.134961
"551",1,40.7989473,-81.378447
"552",1,40.8063057,-73.9645541
"553",1,40.8257625,-96.6851982
"554",1,40.827694,140.751117
"555",1,40.8858353,-72.9932969
"556",1,40.8923212,-74.4773775
"557",1,40.9381544,-73.8320784
"558",1,40.9634335,-72.1848009
"559",1,40.9649436,-72.1934589
"560",2,41.0359353,-71.9545146
"561",1,41.0612165,14.8511356
"562",1,41.1408363,-73.2612615
"563",4,41.2033216,-77.1945247
"564",1,41.2053186,-8.2896845
"565",1,41.2053599,-76.004923
"566",1,41.241821,-74.35914
"567",1,41.2459149,-75.8813075
"568",1,41.3144966,-81.83569
"569",1,41.3529997,-83.1584429
"570",2,41.3850639,2.1734035
"571",1,41.404961,-75.033187
"572",1,41.439246,-87.1071477
"573",1,41.4925374,-99.9018131
"574",1,41.49932,-81.6943605
"575",1,41.501761,-88.1182923
"576",1,41.5214755,-90.5689679
"577",1,41.5289224,-112.0168977
"578",1,41.5800945,-71.4774291
"579",4,41.6032207,-73.087749
"580",1,41.6411409,-88.4472948
"581",1,41.6687897,-70.2962408
"582",1,41.6763545,-86.2519898
"583",1,41.7435073,-88.0118473
"584",12,41.8781136,-87.6297982
"585",1,41.8786351,-87.6250549
"586",1,41.9005865,-87.8567276
"587",1,41.909611,-87.771964
"588",1,41.9608902,-87.6635492
"589",1,42.1014831,-72.589811
"590",1,42.1292241,-80.085059
"591",1,42.1428521,-77.0546903
"592",1,42.2161722,-83.3553842
"593",1,42.2411499,-83.6129939
"594",1,42.2418172,-70.889759
"595",1,42.2565289,-71.1240559
"596",1,42.3117285,-71.0449482
"597",1,42.3151978,-71.0913748
"598",4,42.331427,-83.0457538
"599",1,42.3370413,-71.2092214
"600",1,42.3553669,-71.0587693
"601",1,42.3600825,-71.0588801
"602",1,42.365854,-71.102018
"603",1,42.3736158,-71.1097335
"604",1,42.4072107,-71.3824374
"605",1,42.4136428,-70.9915997
"606",1,42.43472,-83.985
"607",2,42.4430372,-71.2289641
"608",1,42.4648558,-96.4130601
"609",1,42.4792618,-71.1522765
"610",1,42.4974085,-82.8963604
"611",1,42.4989936,-83.3677168
"612",1,42.5803122,-83.0302033
"613",1,42.7284117,-73.6917851
"614",2,42.7369792,-84.4838654
"615",1,42.8666803,-88.3334274
"616",1,42.8864468,-78.8783689
"617",1,42.9707393,-85.6796286
"618",1,43.0023146,-89.424092
"619",1,43.0067399,-74.3676356
"620",1,43.0116784,-88.2314813
"621",2,43.0125274,-83.6874562
"622",1,43.0405846,-87.9196785
"623",1,43.0481221,-76.1474244
"624",1,43.0655294,-95.2838876
"625",2,43.0730517,-89.4012302
"626",1,43.1513548,-79.3927698
"627",1,43.1938516,-71.5723953
"628",1,43.4010462,1.135302
"629",3,43.4113604,-106.2800242
"630",1,43.4261809,-73.7123408
"631",1,43.432073,-65.617169
"632",2,43.467517,-79.6876659
"633",2,43.5890452,-79.6441198
"634",1,43.59614,-70.271229
"635",1,43.6187102,-116.2146068
"636",1,43.6434019,-76.0685339
"637",8,43.653226,-79.3831843
"638",1,43.7706355,142.364819
"639",2,43.7844397,-88.7878678
"640",1,43.7924006,-80.1448818
"641",7,43.8169837,-79.532157
"642",1,43.8554024,19.8420937
"643",1,44.016521,21.005859
"644",1,44.0247062,-88.5426136
"645",1,44.0495825,-69.9696243
"646",1,44.0682019,-114.7420408
"647",4,44.3148443,-85.6023643
"648",2,44.3893556,-79.6903316
"649",2,44.4267674,26.1025384
"650",1,44.4582983,-93.161604
"651",1,44.4669941,-73.1709604
"652",1,44.4758825,-73.212072
"653",1,44.647128,10.9252269
"654",1,44.6487635,-63.5752387
"655",1,44.6819866,-63.744311
"656",1,44.9483955,-93.0876457
"657",1,44.9537029,-93.0899578
"658",1,44.9681124,-64.924101
"659",2,44.977753,-93.2650108
"660",1,45.2332984,-93.2913405
"661",1,45.319212,-75.6691652
"662",1,45.4031558,-75.7250742
"663",1,45.4215296,-75.6971931
"664",1,45.4654219,9.1859243
"665",5,45.5016889,-73.567256
"666",2,45.5230622,-122.6764816
"667",1,45.6318397,-122.6716063
"668",1,45.7394559,0.241857
"669",2,45.764043,4.835659
"670",2,45.943161,24.96676
"671",1,46.083333,34.333333
"672",1,46.151241,14.995463
"673",1,46.160329,-1.151139
"674",1,46.194054,21.30299
"675",7,46.227638,2.213749
"676",1,46.4004089,-117.0011889
"677",1,46.605172,-120.496273
"678",3,46.729553,-94.6858998
"679",1,46.7319225,-117.1542121
"680",1,46.7866719,-92.1004852
"681",1,46.8138783,-71.2079809
"682",1,46.8771863,-96.7898034
"683",1,46.9223429,-96.840133
"684",1,46.9753708,-123.8157218
"685",1,47.3768866,8.541694
"686",2,47.516231,14.550072
"687",1,47.5301011,-122.0326191
"688",1,47.5514926,-101.0020119
"689",3,47.6062095,-122.3320708
"690",1,47.6101497,-122.2015159
"691",1,47.6768927,-122.2059833
"692",1,47.7743722,-122.2118104
"693",1,47.8863988,106.9057439
"694",1,48.1344091,11.4526816
"695",1,48.1351253,11.5819806
"696",2,48.3705449,10.89779
"697",1,48.3808951,-89.2476823
"698",1,48.6616037,9.3501336
"699",3,48.856614,2.3522219
"700",1,49.2690663,-123.1419832
"701",4,49.2827291,-123.1207375
"702",1,49.6111926,2.0792983
"703",1,49.69349,-112.84184
"704",1,49.8879519,-119.4960106
"705",2,49.895136,-97.1383744
"706",1,50.0121011,20.9858407
"707",1,50.2660471,-5.0527125
"708",1,50.357113,3.518332
"709",1,50.3915811,-105.5348562
"710",1,50.503887,4.469936
"711",1,50.505926,3.110068
"712",1,50.5718857,-3.9206884
"713",1,50.719164,-1.880769
"714",1,50.7772135,-3.999461
"715",1,50.8588275,-1.3201169
"716",1,50.8765244,-1.6314631
"717",1,50.890312,-1.028751
"718",1,50.9317218,7.02158
"719",1,50.9691692,-114.072545
"720",1,51.0480556,-114.0645293
"721",2,51.0486151,-114.0708459
"722",2,51.165691,10.451526
"723",1,51.214321,-0.798802
"724",4,51.253775,-85.3232139
"725",1,51.3679705,0.070062
"726",1,51.4332367,7.6615938
"727",1,51.442108,-2.856196
"728",2,51.454513,-2.58791
"729",1,51.481581,-3.17909
"730",25,51.5073509,-0.1277583
"731",1,51.5123443,-0.0909852
"732",1,51.5986739,-0.0144602
"733",1,51.745734,-2.217758
"734",1,51.759712,-1.593124
"735",2,51.7659078,0.6673665
"736",1,51.895927,0.891874
"737",1,51.8993855,-2.0782533
"738",1,51.919438,19.145136
"739",1,51.9858237,-2.1639703
"740",1,52.0207975,4.4937836
"741",1,52.1306607,-3.7837117
"742",1,52.1601144,4.4970097
"743",1,52.1608986,4.487127
"744",1,52.2296756,21.0122287
"745",7,52.3555177,-1.1743197
"746",3,52.3702157,4.8951679
"747",1,52.4235157,-1.8337998
"748",2,52.4750743,-1.829833
"749",1,52.486243,-1.890401
"750",1,52.5454549,-1.37667
"751",1,52.6081435,1.4859083
"752",1,52.6308859,1.297355
"753",1,52.6368778,-1.1397592
"754",1,52.6541454,-7.2447879
"755",1,52.6930156,4.8091029
"756",1,52.7063657,-2.7417849
"757",1,52.9399159,-106.4508639
"758",2,52.9547832,-1.1581086
"759",1,52.984184,-0.534458
"760",1,53.067185,-2.524102
"761",1,53.1423672,-7.6920536
"762",1,53.150019,-8.3736439
"763",1,53.2012334,5.7999133
"764",1,53.2326344,-2.6103157
"765",1,53.284175,-4.5626622
"766",1,53.3369132,-6.2523448
"767",1,53.3498053,-6.2603097
"768",1,53.3615946,-1.4730647
"769",1,53.4326035,-1.3635009
"770",2,53.4807593,-2.2426305
"771",2,53.544389,-113.4909267
"772",1,53.645792,-1.785035
"773",1,53.699081,-1.1228683
"774",1,53.702941,-0.876381
"775",1,53.753609,-2.37218
"776",2,53.7670855,-2.6983209
"777",3,53.8007554,-1.5490774
"778",1,53.806226,-1.605054
"779",1,53.9332706,-116.5765035
"780",1,54.283113,-0.399752
"781",1,54.367727,-5.580576
"782",1,54.4144966,-6.1493965
"783",1,54.52361,-1.559458
"784",1,54.5259614,15.2551187
"785",1,54.5913787,-5.6931703
"786",1,54.978252,-1.61778
"787",32,55.378051,-3.435973
"788",1,55.5065194,8.4108376
"789",1,55.64191,12.087845
"790",1,55.9853638,38.1936043
"791",1,56.0018775,-3.7839131
"792",1,56.058809,-3.233915
"793",7,56.130366,-106.346771
"794",1,59.9342802,30.3350986
"795",2,61.2180556,-149.9002778
"796",1,65.4713712,-17.0280279
"1",636,NA,NA
"2100",1,-41.0291733,175.5235181
"3100",1,-40.900557,174.885971
"4100",2,-38.416097,-63.616672
"5100",1,-34.7206336,-58.2546051
"6100",5,-34.6036844,-58.3815591
"797",1,-33.9578659,18.5311402
"810",1,-33.9248685,18.4240553
"910",1,-33.8688197,151.2092955
"1010",1,-33.8343073,18.509576
"1110",1,-33.7139247,25.5207358
